,pokedex_number,attack,defense,hp,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,experience_growth,height_m,type1,type2,weight_kg,generation,name,PC1,PC2,Cluster,Cluster Name
575,594,75,80,165,40,45,65,470,75,79,800000,1.2,17,17,31.6,5,Alomomola,0.5566303316323695,-1.935592579571432,2,Fully Evolved
576,595,47,50,50,57,50,65,319,190,16,1000000,0.1,0,3,0.6,5,Joltik,-2.3687809363244337,2.2487520328150725,1,Baby
577,596,77,60,70,97,60,108,472,75,154,1000000,0.8,0,3,14.3,5,Galvantula,0.3200667302444598,2.714810718438424,2,Fully Evolved
578,597,50,91,44,24,86,10,305,255,509,1000000,0.6,9,16,18.8,5,Ferroseed,-2.5902473852461454,-1.83294605533255,1,Baby
579,598,94,131,74,54,116,20,489,90,507,1000000,1.0,9,16,110.0,5,Ferrothorn,0.9870842853318661,-1.9567419567628166,2,Fully Evolved
580,599,55,70,40,45,60,30,300,130,205,1059860,0.3,16,16,21.0,5,Klink,-2.0956680264331693,-1.726637559723522,1,Baby
581,600,80,95,60,70,85,50,440,60,205,1059860,0.6,16,16,51.0,5,Klang,0.2475589542563168,-1.6545293534061745,2,Fully Evolved
582,601,100,115,60,70,85,90,520,30,205,1059860,0.6,16,16,81.0,5,Klinklang,1.423558640912551,-1.3490064692867088,2,Fully Evolved
583,602,55,40,35,45,40,60,275,190,153,1250000,0.2,3,3,0.3,5,Tynamo,-2.7313867342080695,2.069292325679943,1,Baby
584,603,85,70,65,75,70,40,405,60,153,1250000,1.2,3,3,22.0,5,Eelektrik,0.035426516586198095,1.6933270717388937,2,Fully Evolved
585,604,115,80,85,105,80,50,515,30,153,1250000,2.1,3,3,80.5,5,Eelektross,2.049243197377158,1.7492974228514364,2,Fully Evolved
586,605,55,55,55,85,55,30,335,255,87,1000000,0.5,14,14,9.0,5,Elgyem,-2.1803148076402628,-1.0446739782262915,1,Baby
587,606,75,75,75,125,95,40,485,90,87,1000000,1.0,14,14,34.5,5,Beheeyem,0.8096741246447405,-0.9962313172541736,2,Fully Evolved
588,607,30,55,50,65,55,20,275,190,76,1059860,0.3,8,6,3.1,5,Litwick,-2.7128787617677106,0.4656575469746837,1,Baby
589,608,40,60,60,95,60,55,370,90,274,1059860,0.6,8,6,13.0,5,Lampent,-1.0021703634546626,0.8025686939629851,1,Baby
590,609,55,90,60,145,90,80,520,45,308,1059860,1.0,8,6,34.3,5,Chandelure,1.3217764154216043,0.9390984440092752,2,Fully Evolved
591,610,87,60,46,30,40,57,320,75,537,1250000,0.6,2,2,18.0,5,Axew,-1.5359648164564446,1.9248155863166017,1,Baby
592,611,117,70,66,40,50,67,410,60,21,1250000,1.0,2,2,36.0,5,Fraxure,0.02876760798804496,2.3054667477834974,2,Fully Evolved
593,612,147,90,76,60,70,97,540,45,21,1250000,1.8,2,2,105.5,5,Haxorus,2.1890402788851167,2.4270245369955035,2,Fully Evolved
594,613,70,40,55,60,40,40,305,120,91,1000000,0.5,11,11,8.5,5,Cubchoo,-2.0218517218484657,-0.06442474665050445,1,Baby
595,614,130,80,95,70,80,50,505,60,198,1000000,2.6,11,11,260.0,5,Beartic,2.17472386230147,-0.7105537447416913,0,Legendary
596,615,50,50,80,95,135,105,515,25,118,1000000,1.1,11,11,148.0,5,Cryogonal,1.7018440328944695,0.10231421078348517,2,Fully Evolved
597,616,40,85,50,40,65,25,305,200,459,1000000,0.4,0,0,7.7,5,Shelmet,-2.5073645399731537,1.5181619242141922,1,Baby
598,617,70,40,80,100,60,145,495,75,447,1000000,0.8,0,0,25.3,5,Accelgor,0.5161417534583124,3.3967411235102283,2,Fully Evolved
599,618,66,84,109,81,99,32,471,75,529,1000000,0.7,10,3,11.0,5,Stunfisk,0.4922017685244495,0.19564479012786656,2,Fully Evolved
600,619,85,50,45,55,50,65,350,180,317,1059860,0.9,5,5,20.0,5,Mienfoo,-1.635485451849527,1.3597077547655916,1,Baby
601,620,125,60,65,95,60,105,510,45,317,1059860,1.4,5,5,35.5,5,Mienshao,1.2273884285529981,1.935025229931336,2,Fully Evolved
602,621,120,90,77,60,90,48,485,45,83,1000000,1.6,2,2,139.0,5,Druddigon,1.3733812681860846,1.5308146034886623,2,Fully Evolved
603,622,74,50,59,35,50,35,303,190,19,1000000,1.0,10,8,92.0,5,Golett,-1.974671172536684,0.04233334005383774,1,Baby
604,623,124,80,89,55,80,55,483,90,19,1000000,2.8,10,8,330.0,5,Golurk,1.9946470789857422,-0.2493954199768303,0,Legendary
605,624,85,70,45,40,40,60,340,120,443,1000000,0.5,1,16,10.2,5,Pawniard,-1.7438080815580879,0.12739563580212557,1,Baby
606,625,125,100,65,60,70,70,490,45,498,1000000,1.6,1,16,70.0,5,Bisharp,1.0699283879820103,-0.052403713577626757,2,Fully Evolved
607,626,110,95,95,40,95,55,490,45,29,1000000,1.6,12,12,94.6,5,Bouffalant,1.3948014895193834,-0.8250583015460936,2,Fully Evolved
608,627,83,50,70,37,50,60,350,190,150,1250000,0.5,12,7,10.5,5,Rufflet,-1.523236962931798,0.469107114838197,1,Baby
609,628,123,75,100,57,75,80,510,60,541,1250000,1.5,12,7,41.0,5,Braviary,1.4748504767288613,0.2932566165975126,2,Fully Evolved
610,629,55,75,70,45,65,60,370,190,134,1250000,0.5,1,7,9.0,5,Vullaby,-1.297133638350913,1.3766391104980764,1,Baby
611,630,65,105,110,55,95,80,510,60,57,1250000,1.2,1,7,39.5,5,Mandibuzz,1.4755867346514933,1.315527197861614,2,Fully Evolved
612,631,97,66,85,105,66,65,484,90,5,1000000,1.4,6,6,58.0,5,Heatmor,0.8798948821025673,1.2463600113594382,2,Fully Evolved
613,632,109,112,58,48,48,109,484,90,252,1000000,0.3,0,16,33.0,5,Durant,0.2514710698062406,0.6139662950780815,2,Fully Evolved
614,633,65,50,52,45,50,38,300,45,251,1250000,0.8,1,2,17.3,5,Deino,-1.4842434207090864,2.0418399913565266,1,Baby
615,634,85,70,72,65,70,58,420,45,236,1250000,1.4,1,2,50.0,5,Zweilous,0.36744002313615043,2.0763397470936558,2,Fully Evolved
616,635,105,90,92,125,90,98,600,45,66,1250000,1.8,1,2,160.0,5,Hydreigon,3.1434956781681347,2.479732070394953,2,Fully Evolved
617,636,85,55,55,50,55,60,360,45,523,1250000,1.1,0,6,28.8,5,Larvesta,-0.6808234299215631,1.6910974643135168,1,Baby
618,637,60,65,85,135,105,100,550,15,492,1250000,1.6,0,6,46.0,5,Volcarona,2.1724493951885218,2.06248363683406,2,Fully Evolved
619,638,90,129,91,90,72,108,580,3,259,1250000,2.1,16,5,250.0,5,Cobalion,3.3194129487105304,-0.04857183147143323,0,Legendary
620,639,129,90,91,72,90,108,580,3,84,1250000,1.9,15,5,260.0,5,Terrakion,3.37494779833644,0.45515559577966436,0,Legendary
621,640,90,72,91,90,129,108,580,3,216,1250000,2.0,9,5,200.0,5,Virizion,3.246837954906336,1.051549906934564,0,Legendary
622,641,100,80,79,110,90,121,580,3,120,1250000,1.5,7,7,63.0,5,Tornadus,2.68293431084006,1.5988746633504454,2,Fully Evolved
623,642,105,70,79,145,80,101,580,3,56,1250000,1.5,3,7,61.0,5,Thundurus,2.7161618144798187,2.115127301023639,2,Fully Evolved
624,643,120,100,100,150,120,90,680,3,542,1250000,3.2,2,6,330.0,5,Reshiram,5.167105509578564,1.1650120302962492,0,Legendary
625,644,150,120,100,120,100,90,680,3,127,1250000,2.9,2,3,345.0,5,Zekrom,5.193446541355197,1.695093014804933,0,Legendary
626,645,145,90,89,105,80,91,600,3,0,1250000,1.5,10,7,68.0,5,Landorus,3.0799499963089114,1.099304187583357,2,Fully Evolved
627,646,120,90,125,170,100,95,700,3,60,1250000,3.0,2,11,325.0,5,Kyurem,5.482832118934862,1.075266007318109,0,Legendary
628,647,72,90,91,129,90,108,580,3,105,1250000,1.4,17,5,48.5,5,Keldeo,2.6979847493805535,0.5741778289350244,2,Fully Evolved
629,648,128,90,100,77,77,128,600,3,321,1250000,0.6,12,14,6.5,5,Meloetta,2.5299922594682287,0.1566416819152145,2,Fully Evolved
630,649,120,95,71,120,95,99,600,3,356,1250000,1.5,0,16,82.5,5,Genesect,2.960548763173682,0.8043089279392306,2,Fully Evolved
631,650,61,65,56,48,45,38,313,45,472,1059860,0.4,9,9,9.0,6,Chespin,-1.6287532832306941,0.06078317868607409,1,Baby
632,651,78,95,61,56,58,57,405,45,473,1059860,0.7,9,9,29.0,6,Quilladin,-0.3008354529795096,0.02774185606058898,2,Fully Evolved
633,652,107,122,88,74,75,64,530,45,473,1059860,1.6,9,5,90.0,6,Chesnaught,1.8027547312651253,0.33336801935527755,2,Fully Evolved
634,653,45,40,40,62,60,60,307,45,195,1059860,0.4,6,6,9.4,6,Fennekin,-1.702174330523789,1.3264124007674658,1,Baby
635,654,59,58,59,90,70,73,409,45,195,1059860,1.0,6,6,14.5,6,Braixen,-0.16091310014796942,1.371914323550725,2,Fully Evolved
636,655,69,72,75,114,100,104,534,45,195,1059860,1.5,6,14,39.0,6,Delphox,1.688472292378491,0.5239944721881612,2,Fully Evolved
637,656,56,40,41,62,44,71,314,45,68,1059860,0.3,17,17,7.0,6,Froakie,-1.6100397724415394,-0.9579499382246895,1,Baby
638,657,63,52,54,83,56,97,405,45,68,1059860,0.6,17,17,10.9,6,Frogadier,-0.33704591414198637,-0.7574002008197279,2,Fully Evolved
639,658,145,67,72,153,71,132,640,45,345,1059860,1.5,17,1,40.0,6,Greninja,3.0166502851477897,1.68846122431602,2,Fully Evolved
640,659,36,38,38,32,36,57,237,255,135,1000000,0.4,12,12,5.0,6,Bunnelby,-3.630005444655954,-0.2758619273068127,1,Baby
641,660,56,77,85,50,77,78,423,127,135,1000000,1.0,12,10,42.4,6,Diggersby,-0.2634595352614635,-0.1722242028198379,2,Fully Evolved
642,661,50,43,45,40,38,62,278,255,520,1059860,0.3,12,7,1.7,6,Fletchling,-3.1562753534650567,0.24148808719416942,1,Baby
643,662,73,55,62,56,52,84,382,120,159,1059860,0.7,6,7,16.0,6,Fletchinder,-0.9670318092909076,1.342462832679641,1,Baby
644,663,81,71,78,74,69,126,499,45,423,1059860,1.2,6,7,24.5,6,Talonflame,0.9635947340573484,1.5078551185609828,2,Fully Evolved
645,664,35,40,38,27,25,35,200,255,422,1000000,0.3,0,0,2.5,6,Scatterbug,-4.237713934061164,2.123227456362231,1,Baby
646,665,22,60,45,27,30,29,213,120,422,1000000,0.3,0,0,8.4,6,Spewpa,-3.4255446096400037,1.9167791774160856,1,Baby
647,666,52,50,80,90,50,89,411,45,418,1000000,1.2,0,7,17.0,6,Vivillon,-0.2372484687528533,1.915375832997703,2,Fully Evolved
648,667,50,58,62,73,54,72,369,220,290,1059860,0.6,6,12,13.5,6,Litleo,-1.6286988109006424,0.4267605615613893,1,Baby
649,668,68,72,86,109,66,106,507,65,410,1059860,1.5,6,12,81.5,6,Pyroar,1.260116732495368,0.6558246872435597,2,Fully Evolved
650,669,38,39,44,61,79,42,303,225,451,1000000,0.1,4,4,0.1,6,Flabébé,-2.7227550968162824,1.2585590411857137,1,Baby
651,670,65,67,74,125,128,92,551,120,169,1000000,0.2,4,4,0.9,6,Floette,1.1266453292571783,1.9339475931570178,2,Fully Evolved
652,671,65,68,78,112,154,75,552,45,203,1000000,1.1,4,4,10.0,6,Florges,1.8201389491027176,1.5667407434835583,2,Fully Evolved
653,672,65,48,66,62,57,52,350,200,333,1000000,0.9,9,9,31.0,6,Skiddo,-1.6556094686111866,0.2386069906380975,1,Baby
654,673,100,62,123,97,81,68,531,45,333,1000000,1.7,9,9,91.0,6,Gogoat,1.8946310085129938,0.3383208167818661,2,Fully Evolved
655,674,82,62,67,46,48,43,348,220,369,1000000,0.6,5,5,8.0,6,Pancham,-1.9280904449942993,1.0105733245606447,1,Baby
656,675,124,78,95,69,71,58,495,65,125,1000000,2.1,5,1,136.0,6,Pangoro,1.5527671548391655,1.6293914688127247,2,Fully Evolved
657,676,80,60,75,65,90,102,472,160,379,1000000,1.2,12,12,28.0,6,Furfrou,0.16051856812882692,-0.10948340487355378,2,Fully Evolved
658,677,48,54,62,63,60,68,355,190,399,1000000,0.3,14,14,3.5,6,Espurr,-1.8206791623824594,-0.816973584547514,1,Baby
659,678,48,76,74,83,81,104,466,75,108,1000000,0.6,14,14,8.5,6,Meowstic,0.2875048960383034,-0.3929165073493846,2,Fully Evolved
660,679,80,100,45,35,37,28,325,180,499,1000000,0.8,16,8,2.0,6,Honedge,-2.027282755674111,-1.0256974444209463,1,Baby
661,680,110,150,59,45,49,35,448,90,499,1000000,0.8,16,8,4.5,6,Doublade,0.024150005110638927,-1.1969809929554172,2,Fully Evolved
662,681,150,50,60,150,50,60,520,45,411,1000000,1.7,16,8,53.0,6,Aegislash,1.5669943247765539,0.26510267859067116,2,Fully Evolved
663,682,52,60,78,63,65,23,341,200,361,1000000,0.2,4,4,0.5,6,Spritzee,-1.985543558194137,1.0114187258603429,1,Baby
664,683,72,72,101,99,89,29,462,140,196,1000000,0.8,4,4,15.5,6,Aromatisse,0.18546819281340385,1.1547899734937597,2,Fully Evolved
665,684,48,66,62,59,57,49,341,200,112,1000000,0.4,4,4,3.5,6,Swirlix,-1.9599986429789524,1.3925102193802024,1,Baby
666,685,80,86,82,85,75,72,480,140,322,1000000,0.8,4,4,5.0,6,Slurpuff,0.2190839646368403,1.471062605481053,2,Fully Evolved
667,686,54,53,53,37,46,45,288,190,400,1000000,0.4,1,14,3.5,6,Inkay,-2.709720140841946,0.3133962382876128,1,Baby
668,687,92,88,86,68,75,73,482,80,353,1000000,1.5,1,14,47.0,6,Malamar,0.8022109265365843,0.4045247482037405,2,Fully Evolved
669,688,52,67,42,39,56,50,306,120,540,1000000,0.5,15,17,31.0,6,Binacle,-2.0590099329269065,-1.717361969649126,1,Baby
670,689,105,115,72,54,86,68,500,45,102,1000000,1.3,15,17,96.0,6,Barbaracle,1.3789658102587021,-1.6184904645450353,2,Fully Evolved
671,690,60,60,50,60,60,30,320,225,327,1000000,0.5,13,17,7.3,6,Skrelp,-2.291405061052968,-1.4713782442257826,1,Baby
672,691,75,90,65,97,123,44,494,55,327,1000000,1.8,13,2,81.5,6,Dragalge,1.3895382919486405,0.23496154665965535,2,Fully Evolved
673,692,53,62,50,58,63,44,330,225,552,1250000,0.5,17,17,8.3,6,Clauncher,-1.9924483921161813,-1.7695044397983792,1,Baby
674,693,73,88,71,120,89,59,500,55,237,1250000,1.3,17,17,35.3,6,Clawitzer,1.4174334099696888,-1.4145415497375695,2,Fully Evolved
675,694,38,33,44,61,43,70,289,190,206,1000000,0.5,3,12,6.0,6,Helioptile,-2.6798664931036624,0.929208525674822,1,Baby
676,695,55,52,62,109,94,109,481,75,206,1000000,1.0,3,12,21.0,6,Heliolisk,0.5614995635154778,1.261278816873247,2,Fully Evolved
677,696,89,77,58,45,45,48,362,45,409,1000000,0.8,15,2,26.0,6,Tyrunt,-0.860897387103656,0.3347532442033404,1,Baby
678,697,121,119,82,69,59,71,521,45,131,1000000,2.5,15,2,270.0,6,Tyrantrum,2.3893764616728728,0.1179372586213844,0,Legendary
679,698,59,50,77,67,63,46,362,45,534,1000000,1.3,15,11,25.2,6,Amaura,-0.6936898083233614,-0.8268456641174023,1,Baby
680,699,77,72,123,99,92,58,521,45,534,1000000,2.7,15,11,225.0,6,Aurorus,2.377425309576866,-1.1967646981210518,0,Legendary
681,700,65,65,95,110,130,60,525,45,249,1000000,1.0,4,4,23.5,6,Sylveon,1.485059086567557,1.4307662113901498,2,Fully Evolved
682,701,92,75,78,74,63,118,500,100,575,1000000,0.8,5,7,21.5,6,Hawlucha,0.5273891389192588,1.4184448934516982,2,Fully Evolved
683,702,58,57,67,81,67,101,431,180,6,1000000,0.2,3,4,2.2,6,Dedenne,-0.8071016516485656,2.2712115564185598,2,Fully Evolved
684,703,50,150,50,50,150,50,500,60,262,1250000,0.3,15,4,5.7,6,Carbink,1.0687702376283215,-0.4985530622249163,2,Fully Evolved
685,704,50,35,45,55,75,40,300,45,464,1250000,0.3,2,2,2.8,6,Goomy,-1.666336673384275,2.0135831196497986,1,Baby
686,705,75,53,68,83,113,60,452,45,464,1250000,0.8,2,2,17.5,6,Sliggoo,0.5641899835914995,2.0729461916958067,2,Fully Evolved
687,706,100,70,90,110,150,80,600,45,144,1250000,2.0,2,2,150.5,6,Goodra,3.3051811613745037,2.1384146015078067,0,Legendary
688,707,80,91,57,80,87,75,470,75,268,800000,0.2,16,4,3.0,6,Klefki,0.0500747611663858,0.13414603631287692,2,Fully Evolved
689,708,70,48,43,50,60,38,309,120,490,1000000,0.4,8,9,7.0,6,Phantump,-2.0772098804735206,0.21109347417703211,1,Baby
690,709,110,76,85,65,82,56,474,60,152,1000000,1.5,8,9,71.0,6,Trevenant,0.9763374734011738,0.3296096345866698,2,Fully Evolved
691,710,66,70,59,44,55,41,335,120,389,1000000,0.8,8,9,15.0,6,Pumpkaboo,-1.5764479439345693,0.06022089771127043,1,Baby
692,711,100,122,85,58,75,54,494,60,389,1000000,1.7,8,9,39.0,6,Gourgeist,1.136616830979942,-0.18532959685936493,2,Fully Evolved
693,712,69,85,55,32,35,28,304,190,242,1000000,1.0,11,11,99.5,6,Bergmite,-1.995384889336682,-0.7990153769021179,1,Baby
694,713,117,184,95,44,46,28,514,55,243,1000000,2.0,11,11,505.0,6,Avalugg,2.7325739075706013,-1.9388735884854287,0,Legendary
695,714,30,35,40,45,40,55,245,190,466,1000000,0.5,7,2,8.0,6,Noibat,-3.285457889151668,1.3570598503846163,1,Baby
696,715,70,80,85,97,80,123,535,45,466,1000000,1.5,7,2,85.0,6,Noivern,1.638033125380881,1.7760441482182125,2,Fully Evolved
697,716,131,95,126,131,98,99,680,45,287,1250000,3.0,4,4,215.0,6,Xerneas,4.717543432219311,1.7134412958826928,0,Legendary
698,717,131,95,126,131,98,99,680,45,132,1250000,5.8,1,7,203.0,6,Yveltal,5.492704947187424,1.572702999452021,0,Legendary
699,718,100,121,216,91,95,85,708,3,351,1250000,5.0,2,10,284.6,6,Zygarde,6.12527974671469,0.21111462103251386,0,Legendary
700,719,160,110,50,160,110,110,700,3,262,1250000,0.7,15,4,8.8,6,Diancie,3.9500950121855163,1.2878775052464746,2,Fully Evolved
701,721,110,120,80,130,90,70,600,3,485,1250000,1.7,6,17,195.0,6,Volcanion,3.3708377886226617,-0.5795258006121217,0,Legendary
702,722,55,55,68,50,50,42,320,45,214,1059860,0.3,9,7,1.5,7,Rowlet,-1.483935922765752,0.6587491306594085,1,Baby
703,723,75,75,78,70,70,52,420,45,48,1059860,0.7,9,7,16.0,7,Dartrix,0.0463187318130642,0.7375881285977242,2,Fully Evolved
704,724,107,75,78,100,100,70,530,45,12,1059860,1.6,9,8,36.6,7,Decidueye,1.823522062517016,0.8568640718678152,2,Fully Evolved
705,725,65,40,45,60,40,70,320,45,173,1059860,0.4,6,6,4.3,7,Litten,-1.554332532715498,1.6525193286706013,1,Baby
706,726,85,50,65,80,50,90,420,45,173,1059860,0.7,6,6,25.0,7,Torracat,-0.09461242292915624,1.8160896535241975,2,Fully Evolved
707,727,115,90,95,80,90,60,530,45,229,1059860,1.8,6,1,83.0,7,Incineroar,1.9603443927646578,1.5909224871153003,2,Fully Evolved
708,728,54,54,50,66,56,40,320,45,433,1059860,0.4,17,17,7.5,7,Popplio,-1.4736613876921578,-1.555813238068413,1,Baby
709,729,69,69,60,91,81,50,420,45,380,1059860,0.6,17,17,17.5,7,Brionne,-0.03010711175681183,-1.5021703340796713,2,Fully Evolved
710,730,74,74,80,126,116,60,530,45,465,1059860,1.8,17,4,44.0,7,Primarina,1.8588419094590207,0.048986382831616146,2,Fully Evolved
711,731,75,30,35,30,30,65,265,255,571,1000000,0.3,12,7,1.2,7,Pikipek,-3.3988645704830267,0.4695601130025214,1,Baby
712,732,85,50,55,40,50,75,355,120,72,1000000,0.6,12,7,14.8,7,Trumbeak,-1.3347642540901703,0.7543943791149925,1,Baby
713,733,120,75,80,75,75,60,485,45,77,1000000,1.1,12,7,26.0,7,Toucannon,0.9968573121989699,0.538113885909201,2,Fully Evolved
714,734,70,30,48,30,30,45,253,255,296,1000000,0.4,12,12,6.0,7,Yungoos,-3.3876557318959235,-0.24395313152702103,1,Baby
715,735,110,60,88,55,60,45,418,127,481,1000000,0.7,12,12,14.2,7,Gumshoos,-0.4673929702174421,-0.4677014907431865,2,Fully Evolved
716,736,62,45,47,55,45,46,300,255,278,1000000,0.4,0,0,4.4,7,Grubbin,-2.8038066367989427,2.4974270515304857,1,Baby
717,737,82,95,57,55,75,36,400,120,31,1000000,0.5,0,3,10.5,7,Charjabug,-0.7045470966893473,1.8253682511164633,2,Fully Evolved
718,738,70,90,77,145,75,43,500,45,479,1000000,1.5,0,3,45.0,7,Vikavolt,1.227870250555379,1.8555137265641248,2,Fully Evolved
719,739,82,57,47,42,47,63,338,225,62,1000000,0.6,5,5,7.0,7,Crabrawler,-2.0667662395370834,1.5594957073724705,1,Baby
720,740,132,77,97,62,67,43,478,60,573,1000000,1.7,5,11,180.0,7,Crabominable,1.2970149150939678,0.020946999961262362,2,Fully Evolved
721,741,70,70,75,98,70,93,476,45,122,1000000,0.6,6,7,3.4,7,Oricorio,0.5465935277308437,1.546384171405321,2,Fully Evolved
722,742,45,40,40,55,40,84,304,190,35,1000000,0.1,0,4,0.2,7,Cutiefly,-2.601686948245991,2.6064351356879563,1,Baby
723,743,55,60,60,95,70,124,464,75,35,1000000,0.2,0,4,0.5,7,Ribombee,0.0374944726633297,2.9936961752420648,2,Fully Evolved
724,744,65,40,45,30,40,60,280,190,392,1000000,0.5,15,15,9.2,7,Rockruff,-2.7437530218956,-0.9374122232312264,1,Baby
725,746,140,130,45,140,135,30,620,60,458,800000,0.2,17,17,0.3,7,Wishiwashi,2.234874612265014,-2.0729595976444597,2,Fully Evolved
726,747,53,62,50,43,52,45,305,190,67,1000000,0.4,13,17,8.0,7,Mareanie,-2.3254249237440687,-1.1094121848025649,1,Baby
727,748,63,152,50,53,142,35,495,75,67,1000000,0.7,13,17,14.5,7,Toxapex,0.9235256315659067,-2.0261750804059444,2,Fully Evolved
728,749,100,70,70,45,55,45,385,190,141,1000000,1.0,10,10,110.0,7,Mudbray,-0.8314678497632048,-0.06852231183671414,1,Baby
729,750,125,100,100,55,85,35,500,60,143,1000000,2.5,10,10,920.0,7,Mudsdale,3.8124368074009767,-1.485560912345006,0,Legendary
730,751,40,52,38,40,72,27,269,200,550,1000000,0.3,17,0,4.0,7,Dewpider,-2.937975436191127,0.10787714887741415,1,Baby
731,752,70,92,68,50,132,42,454,100,550,1000000,1.8,17,0,82.0,7,Araquanid,0.6583837572158747,-0.2683192443446416,2,Fully Evolved
732,753,55,35,40,50,35,35,250,190,450,1000000,0.3,9,9,1.5,7,Fomantis,-3.2116150898530367,0.2964415930111329,1,Baby
733,754,105,90,70,80,90,45,480,75,54,1000000,0.9,9,9,18.5,7,Lurantis,0.7467852836491562,0.3092427215586511,2,Fully Evolved
734,755,35,55,40,65,75,15,285,190,245,1000000,0.2,9,4,1.5,7,Morelull,-2.6396231461663957,0.5891540460258029,1,Baby
735,756,45,80,60,90,100,30,405,75,245,1000000,1.0,9,4,11.5,7,Shiinotic,-0.26313611659495567,0.5787317222015032,2,Fully Evolved
736,757,44,40,48,71,40,77,320,120,524,1000000,0.6,13,6,4.8,7,Salandit,-1.9634788867125161,0.6275147531360904,1,Baby
737,758,64,60,68,111,60,117,480,45,524,1000000,1.2,13,6,22.2,7,Salazzle,0.6674214402014601,0.9956771424604302,2,Fully Evolved
738,759,75,50,70,45,50,50,340,140,182,1000000,0.5,12,5,6.8,7,Stufful,-1.6209209640525164,0.6517552486296402,1,Baby
739,760,125,80,120,55,60,60,500,70,489,1000000,2.1,12,5,135.0,7,Bewear,1.5712830754554983,0.1933305348910696,2,Fully Evolved
740,761,30,38,42,30,38,32,210,235,202,1059860,0.3,9,9,3.2,7,Bounsweet,-3.8186723446334643,0.24861867743736443,1,Baby
741,762,40,48,52,40,48,62,290,120,202,1059860,0.7,9,9,8.2,7,Steenee,-2.1605576785481495,0.5381982017310267,1,Baby
742,763,120,98,72,50,98,72,510,45,202,1059860,1.2,9,9,21.4,7,Tsareena,1.3419430973065394,0.37774186360420725,2,Fully Evolved
743,764,52,90,51,82,110,100,485,60,381,800000,0.1,4,4,0.3,7,Comfey,0.18501145447112857,1.5936587611576754,2,Fully Evolved
744,765,60,80,90,90,110,60,490,45,414,1250000,1.5,12,14,76.0,7,Oranguru,1.496238142150308,-0.7498190569596253,2,Fully Evolved
745,766,120,90,100,40,60,80,490,45,503,1250000,2.0,5,5,82.8,7,Passimian,1.5149142501571948,1.2945512030826059,2,Fully Evolved
746,767,35,40,25,20,30,80,230,90,535,1000000,0.5,0,17,12.0,7,Wimpod,-3.1410903120000606,0.5139697486441093,1,Baby
747,768,125,140,75,60,90,40,530,45,224,1000000,2.0,0,17,108.0,7,Golisopod,2.004586156628633,-0.4551455912413285,2,Fully Evolved
748,769,55,80,55,70,45,15,320,140,416,1000000,0.5,8,10,70.0,7,Sandygast,-1.7629747955560788,-0.28628873251193165,1,Baby
749,770,75,110,85,100,75,35,480,60,415,1000000,1.3,8,10,250.0,7,Palossand,1.4212277729978204,-0.4993829780081755,2,Fully Evolved
750,771,60,130,55,30,130,5,410,60,430,800000,0.3,17,17,1.2,7,Pyukumuku,-0.47181459978585194,-2.9901523864912356,2,Fully Evolved
751,772,95,95,95,95,95,59,534,3,501,1250000,1.9,12,12,120.5,7,Type: Null,2.462503334163792,-0.5698826565804257,2,Fully Evolved
752,773,95,95,95,95,95,95,570,3,501,1250000,2.3,12,12,100.5,7,Silvally,2.918354904332939,-0.2020196863154562,2,Fully Evolved
753,775,115,65,65,75,95,65,480,45,148,1250000,0.4,12,12,19.9,7,Komala,0.9333200411895631,0.17541783902954364,2,Fully Evolved
754,776,78,135,60,91,85,36,485,70,50,1000000,2.0,6,2,212.0,7,Turtonator,1.5874862790786561,0.75843561815552,2,Fully Evolved
755,777,98,63,65,40,73,96,435,180,408,1000000,0.3,3,16,3.3,7,Togedemaru,-0.7731535356102208,0.45629782137917035,1,Baby
756,778,90,80,55,50,105,96,476,45,139,1000000,0.2,8,4,0.7,7,Mimikyu,0.44336887338289793,1.4987274876221093,2,Fully Evolved
757,779,105,70,68,70,70,92,475,80,211,1000000,0.9,17,14,19.0,7,Bruxish,0.5226609543087303,-0.627698854537851,2,Fully Evolved
758,780,60,85,78,135,91,36,485,70,366,1000000,3.0,12,2,185.0,7,Drampa,1.7943682553059164,0.31452687311765076,2,Fully Evolved
759,781,131,100,70,86,90,40,517,25,429,1000000,3.9,8,9,210.0,7,Dhelmise,2.694184589968455,-0.2670723651416042,0,Legendary
760,782,55,65,45,45,45,45,300,45,419,1250000,0.6,2,2,29.7,7,Jangmo-o,-1.54636336392295,1.9805269085045452,1,Baby
761,783,75,90,55,65,70,65,420,45,419,1250000,1.2,2,5,47.0,7,Hakamo-o,0.25431610137479166,1.611704259734432,2,Fully Evolved
762,784,110,125,75,100,105,85,600,45,419,1250000,1.6,2,5,78.2,7,Kommo-o,2.8578049504925858,1.603771936297549,2,Fully Evolved
763,785,115,85,70,95,75,130,570,3,277,1250000,1.8,3,4,20.5,7,Tapu Koko,2.462312050376899,2.640863122758812,2,Fully Evolved
764,786,85,75,70,130,115,95,570,3,277,1250000,1.2,14,4,18.6,7,Tapu Lele,2.4641414914450075,1.1438381807944227,2,Fully Evolved
765,787,130,115,70,85,95,75,570,3,277,1250000,1.9,9,4,45.5,7,Tapu Bulu,2.7225473111531926,1.125139525511821,2,Fully Evolved
